STATE,TIME,MEMORY,DISTANCE
RI,0.0321296,111673.125,8053.286365375998
RI,0.046921888,32971.3515625,8053.286365375998
RI,0.010462213000000001,2824.96875,8053.286365375998
RI,0.006155154,2824.953125,8053.286365375998
RI,0.006619888,2824.953125,8053.286365375998
RI,0.009171779000000001,2825.078125,8053.286365375998
RI,0.007355090000000001,2825.078125,8053.286365375998
RI,0.010495167000000001,2825.078125,8053.286365375998
RI,0.008010535000000001,2825.078125,8053.286365375998
RI,0.006867936000000001,2825.078125,8053.286365375998
RI,0.0070071660000000004,2825.0859375,8053.286365375998
RI,0.009106273,2825.0625,8053.286365375998
RI,0.003810037,2825.0625,8053.286365375998
RI,0.0036955140000000004,2825.0859375,8053.286365375998
RI,0.0037205700000000003,2825.0859375,8053.286365375998
RI,0.008096969,2825.0625,8053.286365375998
RI,0.003526752,2825.0625,8053.286365375998
RI,0.0073690000000000005,2825.0859375,8053.286365375998
RI,0.005881320000000001,2825.078125,8053.286365375998
RI,0.003410676,2825.0625,8053.286365375998
RI,0.0067452580000000005,2825.0859375,8053.286365375998
RI,0.007013072,2825.0625,8053.286365375998
RI,0.003457345,2825.0625,8053.286365375998
RI,0.007485159000000001,2825.078125,8053.286365375998
RI,0.006202998,2825.0625,8053.286365375998
RI,0.008123715,2825.0625,8053.286365375998
RI,0.005458318,2825.0625,8053.286365375998
RI,0.004873295000000001,2825.078125,8053.286365375998
RI,0.003176476,2825.0625,8053.286365375998
RI,0.0035561470000000004,2825.0859375,8053.286365375998
RI,0.0034368280000000003,2825.0859375,8053.286365375998
RI,0.003596929,2825.0625,8053.286365375998
RI,0.004041037,2825.0625,8053.286365375998
RI,0.003318591,2825.0625,8053.286365375998
RI,0.003634009,2825.0625,8053.286365375998
RI,0.007920595,2825.0625,8053.286365375998
RI,0.00791171,2825.0625,8053.286365375998
RI,0.0056513760000000005,2825.0859375,8053.286365375998
RI,0.00489045,2825.0625,8053.286365375998
RI,0.004387159,2825.0625,8053.286365375998
RI,0.006265182,2825.0625,8053.286365375998
RI,0.006477885,2825.0625,8053.286365375998
RI,0.003946402,2825.0625,8053.286365375998
RI,0.007798637000000001,2825.078125,8053.286365375998
RI,0.005660918,2825.0625,8053.286365375998
RI,0.003102703,2825.0625,8053.286365375998
RI,0.003553998,2825.0625,8053.286365375998
RI,0.007427867,2825.0625,8053.286365375998
RI,0.007812107,2825.0625,8053.286365375998
RI,0.005049042,2825.0625,8053.286365375998
RI,0.003785267,2825.0625,8053.286365375998
RI,0.00422903,2825.0625,8053.286365375998
RI,0.017851836,2825.0625,8053.286365375998
RI,0.005875476,2825.0625,8053.286365375998
RI,0.010774688000000001,2825.078125,8053.286365375998
RI,0.011385678000000002,2825.078125,8053.286365375998
RI,0.0047170120000000005,2825.0859375,8053.286365375998
RI,0.0039189030000000005,2825.0859375,8053.286365375998
RI,0.0035761520000000004,2825.0859375,8053.286365375998
RI,0.003969645,2825.0625,8053.286365375998
RI,0.0072832290000000004,2825.0859375,8053.286365375998
RI,0.0032611180000000003,2825.0859375,8053.286365375998
RI,0.0030621560000000003,2825.0859375,8053.286365375998
RI,0.007642493,2825.0625,8053.286365375998
RI,0.007923766,2825.0625,8053.286365375998
RI,0.005228218000000001,2825.078125,8053.286365375998
RI,0.007698567000000001,2825.078125,8053.286365375998
RI,0.002991271,2825.0625,8053.286365375998
RI,0.0029676850000000003,2825.0859375,8053.286365375998
RI,0.007628818000000001,2825.078125,8053.286365375998
RI,0.005993748,2825.0625,8053.286365375998
RI,0.007682282,2825.0625,8053.286365375998
RI,0.004471982,2825.0625,8053.286365375998
RI,0.008334881,2825.0625,8053.286365375998
RI,0.005845717,2825.0625,8053.286365375998
RI,0.007637527000000001,2825.078125,8053.286365375998
RI,0.007584679,2825.0625,8053.286365375998
RI,0.007009183,2825.0625,8053.286365375998
RI,0.006736156,2825.0625,8053.286365375998
RI,0.003049795,2825.0625,8053.286365375998
RI,0.007646947,2825.0625,8053.286365375998
RI,0.002947449,2825.0625,8053.286365375998
RI,0.0030762000000000003,2825.0859375,8053.286365375998
RI,0.003038915,2825.0625,8053.286365375998
RI,0.00767401,2825.0625,8053.286365375998
RI,0.004908638,2825.0625,8053.286365375998
RI,0.007129446,2825.0625,8053.286365375998
RI,0.007260001,2825.0625,8053.286365375998
RI,0.006115403,2825.0625,8053.286365375998
RI,0.002962876,2825.0625,8053.286365375998
RI,0.006223968000000001,2825.078125,8053.286365375998
RI,0.0031992630000000004,2825.0859375,8053.286365375998
RI,0.005459284,2825.0625,8053.286365375998
RI,0.007647308,2825.0625,8053.286365375998
RI,0.0033149570000000003,2825.0859375,8053.286365375998
RI,0.007841753,2825.0625,8053.286365375998
RI,0.003026004,2825.0625,8053.286365375998
RI,0.0035324960000000004,2825.0859375,8053.286365375998
RI,0.007805683000000001,2825.078125,8053.286365375998
RI,0.007802676000000001,2825.078125,8053.286365375998
AVG-RI,0.006605189699999998,4215.01015625,8053.28636537598,
DE,NO solution
VT,0.409745028,5704.0625,40350.25416494505
VT,0.288630103,5607.59375,40350.25416494505
VT,0.28915365400000004,5607.609375,40350.25416494505
VT,0.28821852600000003,5607.609375,40350.25416494505
VT,0.289179882,5607.59375,40350.25416494505
VT,0.290962229,5607.59375,40350.25416494505
VT,0.285471119,5607.59375,40350.25416494505
VT,0.29129270500000004,5607.609375,40350.25416494505
VT,0.285783542,5607.59375,40350.25416494505
VT,0.29152014400000004,5607.609375,40350.25416494505
VT,0.286851326,5607.59375,40350.25416494505
VT,0.287390394,5607.59375,40350.25416494505
VT,0.29479736700000003,5607.609375,40350.25416494505
VT,0.287440691,5607.59375,40350.25416494505
VT,0.285790119,5607.59375,40350.25416494505
VT,0.285875898,5607.59375,40350.25416494505
VT,0.288326064,5607.59375,40350.25416494505
VT,0.293252277,5607.59375,40350.25416494505
VT,0.29155427,5607.59375,40350.25416494505
VT,0.290072671,5607.59375,40350.25416494505
VT,0.292480919,5607.59375,40350.25416494505
VT,0.304270017,5607.59375,40350.25416494505
VT,0.317045817,5607.59375,40350.25416494505
VT,0.29476914800000004,5607.609375,40350.25416494505
VT,0.288165779,5607.59375,40350.25416494505
VT,0.30231913400000004,5607.609375,40350.25416494505
VT,0.293138971,5607.59375,40350.25416494505
VT,0.28910171500000004,5607.609375,40350.25416494505
VT,0.289551045,5607.59375,40350.25416494505
VT,0.290887864,5607.59375,40350.25416494505
VT,0.290874146,5607.59375,40350.25416494505
VT,0.286578952,5607.59375,40350.25416494505
VT,0.287657023,5607.59375,40350.25416494505
VT,0.294110291,5607.59375,40350.25416494505
VT,0.28613968700000003,5607.609375,40350.25416494505
VT,0.288925027,5607.59375,40350.25416494505
VT,0.291726568,5607.59375,40350.25416494505
VT,0.293335944,5607.59375,40350.25416494505
VT,0.29100377,5607.59375,40350.25416494505
VT,0.294039314,5607.59375,40350.25416494505
VT,0.28833632600000003,5607.609375,40350.25416494505
VT,0.28991895,5607.59375,40350.25416494505
VT,0.28822506400000003,5607.609375,40350.25416494505
VT,0.29062844400000004,5607.609375,40350.25416494505
VT,0.28540295000000004,5607.609375,40350.25416494505
VT,0.29200375900000003,5607.609375,40350.25416494505
VT,0.291842268,5607.59375,40350.25416494505
VT,0.291368972,5607.59375,40350.25416494505
VT,0.285355117,5607.59375,40350.25416494505
VT,0.29521703200000005,5607.609375,40350.25416494505
VT,0.293741232,5607.59375,40350.25416494505
VT,0.29060140300000004,5607.609375,40350.25416494505
VT,0.293385687,5607.59375,40350.25416494505
VT,0.286582257,5607.59375,40350.25416494505
VT,0.28572798,5607.59375,40350.25416494505
VT,0.28685950000000005,5607.609375,40350.25416494505
VT,0.28492293700000004,5607.609375,40350.25416494505
VT,0.28899420000000003,5607.609375,40350.25416494505
VT,0.28755926800000003,5607.609375,40350.25416494505
VT,0.286448466,5607.59375,40350.25416494505
VT,0.28589864600000003,5607.609375,40350.25416494505
VT,0.295896398,5607.59375,40350.25416494505
VT,0.295988874,5607.59375,40350.25416494505
VT,0.289373781,5607.59375,40350.25416494505
VT,0.293032088,5607.59375,40350.25416494505
VT,0.28678917400000004,5607.609375,40350.25416494505
VT,0.293787362,5607.59375,40350.25416494505
VT,0.288864079,5607.59375,40350.25416494505
VT,0.28941187500000004,5607.609375,40350.25416494505
VT,0.291518795,5607.59375,40350.25416494505
VT,0.28559565600000003,5607.609375,40350.25416494505
VT,0.29900113500000003,5607.609375,40350.25416494505
VT,0.28829875800000004,5607.609375,40350.25416494505
VT,0.289312601,5607.59375,40350.25416494505
VT,0.290074836,5607.59375,40350.25416494505
VT,0.28753595600000004,5607.609375,40350.25416494505
VT,0.288725869,5607.59375,40350.25416494505
VT,0.293136318,5607.59375,40350.25416494505
VT,0.285144815,5607.59375,40350.25416494505
VT,0.28813292300000004,5607.609375,40350.25416494505
VT,0.287173869,5607.59375,40350.25416494505
VT,0.285330884,5607.59375,40350.25416494505
VT,0.294791749,5607.59375,40350.25416494505
VT,0.294075945,5607.59375,40350.25416494505
VT,0.290393818,5607.59375,40350.25416494505
VT,0.294407703,5607.59375,40350.25416494505
VT,0.294962632,5607.59375,40350.25416494505
VT,0.284539035,5607.59375,40350.25416494505
VT,0.290373211,5607.59375,40350.25416494505
VT,0.31059348800000003,5607.609375,40350.25416494505
VT,0.309758472,5607.59375,40350.25416494505
VT,0.28723126000000004,5607.609375,40350.25416494505
VT,0.30052948300000004,5607.609375,40350.25416494505
VT,0.288917287,5607.59375,40350.25416494505
VT,0.294948513,5607.59375,40350.25416494505
VT,0.291983541,5607.59375,40350.25416494505
