STATE,TIME,MEMORY,DISTANCE
RI,0.23857481600000002,112301.40625,959056.12745815
RI,0.09119529000000001,2823.2734375,367137.0021011699
RI,0.151324874,2823.2578125,954867.4187215997
RI,0.091646343,2823.2578125,551898.5455186099
RI,0.10655758400000001,2823.2734375,419033.819413492
RI,0.149109413,2823.2578125,930849.97915331
RI,0.12802182,2823.2578125,632401.83592877
RI,0.086550127,2823.2578125,621072.4024411301
RI,0.08930737700000001,2823.2734375,425027.923153042
RI,0.145268537,2823.2578125,764009.4210114703
RI,0.14317368800000002,2823.2734375,977393.4611907899
RI,0.12019594400000001,2823.2734375,446685.7552495419
RI,0.09920487800000001,2823.2734375,433158.33856444195
RI,0.11851556,2823.2578125,607807.7965838
RI,0.08875166300000001,2823.2734375,707009.3128386118
RI,0.13938983600000002,2823.2734375,1020879.8473899799
RI,0.13010854,2823.2578125,850380.8539151502
RI,0.124673026,2823.2578125,767421.1706549401
RI,0.153375367,2823.2578125,878382.19488172
RI,0.10206453700000001,2823.2734375,785527.3464080519
RI,0.09078074100000001,2823.2734375,430066.0416938119
RI,0.09797955600000001,2803.859375,367955.436052372
RI,0.150582613,2803.84375,660650.94509115
RI,0.13147668,2803.84375,600311.6762744721
RI,0.145413299,2803.84375,824886.2238069519
RI,0.137426435,2803.84375,467925.0565495999
RI,0.142719124,2803.84375,935794.26325077
RI,0.11598330100000001,2803.859375,602664.9041578618
RI,0.16096479400000002,2803.859375,989351.61209837
RI,0.15779309400000002,2803.859375,845912.8346777501
RI,0.09343578100000001,2803.859375,426364.733072272
RI,0.15302769400000002,2803.859375,863170.82588685
RI,0.131842072,2803.84375,583901.6823722019
RI,0.106817618,2803.84375,563214.45499311
RI,0.153458396,2803.84375,1014565.5571137102
RI,0.11254981600000001,2803.859375,384044.840531742
RI,0.16637347900000002,2803.859375,886566.93701066
RI,0.15582673200000002,2803.859375,771162.77435034
RI,0.102756128,2803.84375,312146.32138805196
RI,0.162048739,2803.84375,849279.5445284918
RI,0.16555118500000002,2803.859375,874326.1723573301
RI,0.11784857300000001,2803.859375,743431.3978134599
RI,0.134553333,2803.84375,963382.7924937899
RI,0.129196283,2803.84375,584068.284912102
RI,0.100948752,2803.84375,401395.452278142
RI,0.099011334,2803.84375,516100.2959336319
RI,0.10276367600000001,2803.859375,652625.4009149219
RI,0.159855291,2803.84375,1065071.27238622
RI,0.140664116,2803.84375,978727.057440872
RI,0.130197255,2803.84375,762691.7632722402
RI,0.158250454,2803.84375,790300.6743588619
RI,0.11160196400000001,2803.859375,450598.466430942
RI,0.10166575300000001,2803.859375,402218.59614745196
RI,0.12986677100000002,2803.859375,886587.6143550302
RI,0.162131898,2803.84375,1062753.2879434798
RI,0.16182663800000002,2803.859375,1180846.01885011
RI,0.15998892,2803.84375,1197608.12839318
RI,0.100593501,2803.84375,272245.052309732
RI,0.15201478000000002,2803.859375,655881.96701051
RI,0.10580371200000001,2803.859375,516198.26439339196
RI,0.156989232,2803.84375,960356.1309810601
RI,0.1542203,2803.84375,920476.8213460898
RI,0.09723604000000001,2803.859375,344379.21941973
RI,0.16872941800000002,2803.859375,783923.4694579197
RI,0.154281052,2803.84375,741389.9208415899
RI,0.158113682,2803.84375,991663.31235732
RI,0.11377103000000001,2803.859375,609172.71862854
RI,0.14523914500000001,2803.859375,875367.78655562
RI,0.14393451000000002,2803.859375,766493.26394576
RI,0.15029336100000001,2803.859375,757373.5949422421
RI,0.11595498200000001,2803.859375,760869.406295852
RI,0.112801569,2803.84375,367235.65400488995
RI,0.11081618,2803.84375,462090.072879302
RI,0.14466700100000002,2803.859375,1006568.8420285397
RI,0.13650230200000002,2803.859375,835847.85927091
RI,0.10861942100000001,2803.859375,608494.16664795
RI,0.128497214,2803.84375,369434.7005033519
RI,0.10927763300000001,2803.859375,911525.9799737401
RI,0.153925332,2803.84375,890978.7581232599
RI,0.168996218,2803.84375,752092.0337701218
RI,0.09004906900000001,2803.859375,376279.9934646719
RI,0.100079056,2803.84375,383806.30127071217
RI,0.166830055,2803.84375,804264.8633281
RI,0.15432913,2803.84375,1182475.7898014402
RI,0.15444712700000002,2803.859375,1115788.44188206
RI,0.142935374,2803.84375,785280.17134779
RI,0.155722625,2803.84375,861548.1651092
RI,0.15389186900000001,2803.859375,1104919.9542617698
RI,0.106683834,2803.84375,403100.48385713
RI,0.11399471900000001,2803.859375,595240.5533462019
RI,0.13585048600000002,2803.859375,560440.5945838101
RI,0.160754906,2803.84375,1067910.37447804
RI,0.16119687800000002,2803.859375,987223.3388478302
RI,0.112545456,2803.84375,366150.5142505521
RI,0.156987388,2803.84375,781581.43770305
RI,0.144856279,2803.84375,667593.3327418818
RI,0.114356551,2803.84375,521815.75029064197
RI,0.10574586300000001,2803.859375,583774.7956793319
RI,0.133711365,2803.84375,750193.44463847
RI,0.11190865400000001,2803.859375,431832.6761985
AVG-RI,0.13200341807000002,3902.70953125,714839.4986652867,
DE,0.5949658090000001,82947.7890625,2596999.1528435606
DE,0.6051516090000001,4088.3125,3232848.3021713905
DE,0.6244289540000001,4088.3125,3087558.831220223
DE,0.45644482300000006,4088.3125,1576287.8100854468
DE,0.641468691,4088.296875,3771850.752978291
DE,0.564818527,4088.296875,1939616.1407488328
DE,0.6461119590000001,4088.3125,4332531.156645672
DE,0.45987611700000003,4088.3125,1255691.5125133314
DE,0.46659469600000003,4088.3125,2086188.7590983561
DE,0.579343789,4088.296875,2779376.129801179
DE,0.6406118470000001,4088.3125,4474308.284518808
DE,0.48165318500000004,4088.3125,1575530.8011006073
DE,0.643411061,4088.296875,4031749.925187347
DE,0.46899974800000005,4088.3125,3295971.544112468
DE,0.642635858,4088.296875,3704791.662596031
DE,0.5910079850000001,4088.3125,2911734.173040072
DE,0.562424891,4088.296875,2708045.7517941697
DE,0.476127787,4088.296875,1486568.254850977
DE,0.5870701460000001,4088.3125,2699830.4399010106
DE,0.504112966,4088.296875,2502572.2956507127
DE,0.627556177,4088.296875,3029094.0503955684
DE,0.6499414520000001,4088.3125,4367862.39433774
DE,0.630054114,4088.296875,4793319.314766168
DE,0.6410747400000001,4088.3125,4661406.843043752
DE,0.508638118,4088.296875,1769811.323675356
DE,0.6334631930000001,4088.3125,4011705.6334320786
DE,0.512587754,4088.296875,2551822.7589790504
DE,0.632618801,4088.296875,3864466.79390534
DE,0.509389294,4088.296875,2292761.350306013
DE,0.602234538,4088.296875,2986204.1124500376
DE,0.472008825,4088.296875,1785463.249686164
DE,0.650793987,4088.296875,4096594.3604551195
DE,0.580682193,4088.296875,2700794.6316168075
DE,0.5875366310000001,4088.3125,2645695.2106048493
DE,0.64189183,4088.296875,3548250.930560893
DE,0.6480464450000001,4088.3125,4181050.73170692
DE,0.46218079900000003,4088.3125,1431144.815571464
DE,0.613319367,4088.296875,3343438.3094500434
DE,0.628013284,4088.296875,3390940.016825421
DE,0.6225461520000001,4088.3125,3674357.9423416
DE,0.6420368080000001,4088.3125,4179335.579715878
DE,0.456107702,4088.296875,2484439.7235491984
DE,0.47403885500000004,4088.3125,1981216.4483799415
DE,0.6027823010000001,4088.3125,3436850.6849257667
DE,0.714290018,4088.296875,4266497.343533737
DE,0.629125844,4088.296875,3464524.9873902407
DE,0.44980744100000003,4088.3125,1427164.2758191312
DE,0.5886857510000001,4088.3125,3007309.0230194423
DE,0.6285468820000001,4088.3125,3805121.3840908827
DE,0.607211013,4088.296875,3578044.813928495
DE,0.5888476970000001,4088.3125,2510566.5528958514
DE,0.602216449,4088.296875,2649632.0881285225
DE,0.605551496,4088.296875,2874480.3114846195
DE,0.632027984,4088.296875,4260199.8588697
DE,0.577839355,4088.296875,2418107.5674654134
DE,0.621905369,4088.296875,3384091.633261432
DE,0.471418078,4088.296875,1731298.1410680974
DE,0.608274835,4088.296875,2065567.3463864215
DE,0.585110907,4088.296875,2377496.609468128
DE,0.592426655,4088.296875,3300726.8301474536
DE,0.473557903,4088.296875,2301881.744749993
DE,0.6306479850000001,4088.3125,4050804.8048197594
DE,0.559937389,4088.296875,1482462.314572138
DE,0.580002959,4088.296875,2693844.4306898327
DE,0.54612304,4088.296875,2461292.9134160634
