SOLVER NUMBER,STATE,NUM CITIES,TIME,MEMORY,DISTANCE,,,,
4,RI,27,0.001572537,2812.609375,327061.41873675,,,,
4,RI,27,0.002149696,2812.5859375,319460.070470452,,,,
4,RI,27,0.001290403,2812.4140625,300024.043921012,,,,
4,RI,27,0.000868655,2812.4765625,314419.928230242,,,,
4,RI,27,0.000901535,2812.6015625,324275.94243335,,,,
4,RI,27,0.000948189,2812.6015625,272432.053087642,,,,
4,RI,27,0.00140965,2812.609375,310618.291858542,,,,
4,RI,27,0.000938723,2812.5859375,326310.431593012,,,,
4,RI,27,0.001916724,2812.5859375,298965.243551412,,,,
4,RI,27,0.00303426,2812.5859375,272432.053087642,,,,
4,RI,27,0.002617089,2812.5859375,298588.101591442,,,,
4,RI,27,0.000850892,2812.5859375,304947.245058142,,,,
4,RI,27,0.000829645,2812.6015625,315504.298176702,,,,
4,RI,27,0.000945696,2812.6015625,323524.955289612,,,,
4,RI,27,0.000782998,2812.5859375,321388.647341502,,,,
4,RI,27,0.000805205,2812.5859375,302655.242440142,,,,
4,AVG-RI,27,0.0024586609,3605.068828125,311226.022295099,,,,
4,DE,83,0.021098807,81534.5859375,669474.504939708,,,,
4,DE,83,0.027694196,4176.109375,663618.364680396,,,,
4,DE,83,0.029093312,4176.125,665432.703781888,,,,
4,DE,83,0.022374659,4176.109375,598097.529608046,,,,
4,DE,83,0.019224407,4176.125,667292.429492695,,,,
4,DE,83,0.017302037,4175.953125,639759.099476416,,,,
4,DE,83,0.016982236,4175.984375,672556.445457897,,,,
4,DE,83,0.020948547,4176.109375,657796.608602488,,,,
4,DE,83,0.017547194,4176.1171875,612345.247351186,,,,
4,DE,83,0.017554475,4176.1484375,654036.490136656,,,,
4,DE,83,0.017755282,4176.2734375,662435.379343618,,,,
4,DE,83,0.017071935,4176.2734375,666744.437236335,,,,
4,DE,83,0.020318051,4176.2734375,665320.070387576,,,,
4,DE,83,0.017345385,4176.2734375,653103.311729746,,,,
4,DE,83,0.017410982,4176.1171875,611805.413417146,,,,
4,DE,83,0.020176172,4176.1640625,663616.075785547,,,,
4,DE,83,0.018499645,4176.2890625,656605.600134537,,,,
4,DE,83,0.016877992,4176.2734375,654036.490136656,,,,
4,DE,83,0.016832202,4176.2734375,654036.490136656,,,,
4,DE,83,0.022055639,4176.2890625,654263.149838908,,,,
4,DE,83,0.018785382,4176.2734375,659936.749979617,,,,
4,DE,83,0.020977794,4176.2734375,662493.155881307,,,,
4,DE,83,0.01991254,4176.2890625,665197.259868667,,,,
4,DE,83,0.01926245,4176.1015625,611805.413417146,,,,
4,DE,83,0.01927503,4176.1640625,659997.180360077,,,,
4,DE,83,0.017690808,4176.2890625,669059.137703128,,,,
4,DE,83,0.018238969,4176.2734375,663616.075785547,,,,
4,DE,83,0.01999459,4176.2734375,666768.234591878,,,,
4,DE,83,0.017314525,4176.1015625,611805.413417146,,,,
4,DE,83,0.01673813,4176.1484375,670251.101642245,,,,
4,DE,83,0.017459366,4176.2734375,657796.608602488,,,,
4,DE,83,0.018046113,4176.2890625,663616.075785547,,,,
4,DE,83,0.016775584,4176.2734375,663870.581632676,,,,
4,DE,83,0.01946577,4176.1015625,611805.413417146,,,,
4,DE,83,0.017549787,4176.1484375,667046.847927111,,,,
4,DE,83,0.018241403,4176.2734375,668002.154647267,,,,
4,DE,83,0.019993588,4176.1015625,652734.940945933,,,,
4,DE,83,0.017095275,4176.1484375,655354.697302707,,,,
4,DE,83,0.016728676,4176.2734375,666744.437236335,,,,
4,DE,83,0.016593759,4176.2734375,670251.101642245,,,,
4,DE,83,0.01705842,4176.1015625,612345.247351186,,,,
4,DE,83,0.017978991,4176.1484375,665197.259868667,,,,
4,DE,83,0.01698393,4176.2734375,663618.364680396,,,,
4,DE,83,0.018244521,4176.1015625,652734.940945933,,,,
4,DE,83,0.016814029,4176.1484375,642796.091829276,,,,
4,DE,83,0.021520955,4176.2734375,662448.963356716,,,,
4,DE,83,0.021180076,4176.2890625,653103.311729746,,,,
4,DE,83,0.016756653,4176.2734375,665043.837559616,,,,
4,DE,83,0.018043056,4176.2890625,667726.781776648,,,,
4,DE,83,0.017331037,4176.2734375,665014.531668188,,,,
4,DE,83,0.017741435,4176.2734375,654086.833387437,,,,
4,DE,83,0.020150349,4176.2734375,663854.154942378,,,,
4,DE,83,0.016810291,4176.2734375,662345.713014656,,,,
4,DE,83,0.016232193,4176.2890625,664799.644035047,,,,
4,DE,83,0.021088711,4176.2890625,644974.851538237,,,,
4,DE,83,0.021890611,4176.2734375,665240.132862008,,,,
4,DE,83,0.017764274,4176.2734375,659936.749979617,,,,
4,DE,83,0.017726703,4176.2734375,662167.830046808,,,,
4,DE,83,0.020362585,4176.2890625,668002.154647267,,,,
4,DE,83,0.016663073,4176.2734375,666666.311973626,,,,
4,DE,83,0.017868041,4176.2734375,668709.907896636,,,,
4,DE,83,0.019673244,4176.2890625,609231.450792638,,,,
4,DE,83,0.021185896,4176.2890625,665119.460835707,,,,
4,DE,83,0.017343887,4176.2890625,654086.833387437,,,,
4,DE,83,0.017198506,4176.2890625,653103.311729746,,,,
4,DE,83,0.018496231,4176.2890625,668759.81665042,,,,
4,DE,83,0.017497598,4176.2734375,665014.531668188,,,,
4,DE,83,0.019610615,4176.2734375,662619.039936756,,,,
4,DE,83,0.01742318,4176.2734375,669474.504939708,,,,
4,DE,83,0.020868533,4176.2734375,665043.837559616,,,,
4,DE,83,0.017827945,4176.2734375,668805.404956166,,,,
4,DE,83,0.016687122,4176.2890625,662345.713014656,,,,
4,DE,83,0.017296334,4176.2734375,665541.111550087,,,,
4,DE,83,0.016845699,4176.2890625,667292.429492695,,,,
4,DE,83,0.018202806,4176.2890625,662448.963356716,,,,
4,DE,83,0.017063623,4176.1875,753801.722475447,,,,
4,DE,83,0.017434744,4176.2265625,665432.703781888,,,,
4,DE,83,0.017692644,4176.3828125,664539.851063908,,,,
4,DE,83,0.019614858,4176.3984375,664611.929684978,,,,
4,DE,83,0.01794091,4176.3828125,670801.701128671,,,,
4,DE,83,0.023428479,4176.3984375,665119.460835707,,,,
4,DE,83,0.019034949,4176.3984375,654263.149838908,,,,
4,DE,83,0.016687801,4176.3984375,665162.825742186,,,,
4,DE,83,0.01793839,4176.3984375,661147.220157536,,,,
4,DE,83,0.020072435,4176.3828125,669474.504939708,,,,
4,DE,83,0.01953456,4176.3984375,653103.311729746,,,,
4,DE,83,0.028036916,4176.3984375,665240.132862008,,,,
4,DE,83,0.01775075,4173.0625,662167.830046808,,,,
4,DE,83,0.022705015,4173.0625,669130.006535158,,,,
4,DE,83,0.020970744,4173.0625,666029.745625488,,,,
4,DE,83,0.017698354,4173.046875,664539.851063908,,,,
4,DE,83,0.018962769,4173.046875,672749.659252042,,,,
4,DE,83,0.017484171,4173.046875,625486.230707207,,,,
4,DE,83,0.020176136,4173.046875,665014.531668188,,,,
4,DE,83,0.017742808,4173.0625,664611.929684978,,,,
4,DE,83,0.017936647,4173.046875,656605.600134537,,,,
4,DE,83,0.018558748,4173.046875,670251.101642245,,,,
4,DE,83,0.016338439,4173.046875,668183.171858017,,,,
4,DE,83,0.021048593,4173.046875,644974.851538237,,,,
4,DE,83,0.017189576,4173.046875,665014.531668188,,,,
4,AVG-DE,83,0.0188171328,4949.414140625,658776.860040866,,,,
4,VT,112,0.061056356,84233.6953125,2963050.84085752,,,,
4,VT,112,0.047463164,5421.296875,2915418.32345487,,,,
4,VT,112,0.05122916,5421.34375,2929427.3744574,,,,
4,VT,112,0.050785903,5421.34375,2949047.0408039,,,,
4,VT,112,0.053785467,5421.34375,3072433.70228815,,,,
4,VT,112,0.058431412,5421.34375,2944439.94586611,,,,
4,VT,112,0.051841235,5421.359375,2923804.4854106,,,,
4,VT,112,0.057193364,5421.359375,2926514.80674084,,,,
4,VT,112,0.051644507,5421.359375,2956406.24159364,,,,
4,VT,112,0.049488503,5421.34375,2803844.95406334,,,,
4,VT,112,0.049268689,5421.359375,2946631.85573169,,,,
4,VT,112,0.056525685,5421.359375,3064643.96681975,,,,
4,VT,112,0.05001661,5421.34375,2946533.47856737,,,,
4,VT,112,0.056248103,5421.34375,2923804.4854106,,,,
4,VT,112,0.054490189,5421.34375,2954423.8087926,,,,
4,VT,112,0.058051945,5421.34375,2971282.41134684,,,,
4,VT,112,0.080829636,5421.359375,2946631.85573169,,,,
4,VT,112,0.055793355,5421.390625,2988028.94389325,,,,
4,VT,112,0.059500717,5421.390625,2890023.61956697,,,,
4,VT,112,0.054456865,5421.390625,2971282.41134684,,,,
4,VT,112,0.046720684,5421.40625,3064627.11356038,,,,
4,VT,112,0.046913314,5421.40625,2947366.47376168,,,,
4,VT,112,0.059930375,5421.390625,3029410.93838295,,,,
4,VT,112,0.055700843,5421.40625,2917398.10755792,,,,
4,VT,112,0.049972678,5421.40625,2890023.61956697,,,,
4,VT,112,0.057689515,5421.40625,2733780.92292071,,,,
4,VT,112,0.054640899,5421.40625,2921440.8840592,,,,
4,VT,112,0.054130285,5421.390625,2977827.93840302,,,,
4,VT,112,0.051696245,5421.390625,2946533.47856737,,,,
4,VT,112,0.05667232,5421.40625,2917808.50964611,,,,
4,VT,112,0.056507182,5421.390625,3055338.42702755,,,,
4,VT,112,0.053152958,5421.390625,2936776.5872877,,,,
4,VT,112,0.050504296,5421.40625,2927655.02315746,,,,
4,VT,112,0.055066338,5421.40625,2833211.51714795,,,,
4,VT,112,0.061227715,5421.390625,2956406.24159364,,,,
4,VT,112,0.052804198,5421.40625,2926514.80674084,,,,
4,VT,112,0.051150765,5421.390625,2911186.76320602,,,,
4,VT,112,0.046681068,5421.40625,2937785.45663342,,,,
4,VT,112,0.060144734,5421.28125,2936154.01455774,,,,
4,VT,112,0.0569766,5421.265625,2988028.94389325,,,,
4,VT,112,0.050756892,5421.40625,2972489.23386893,,,,
4,VT,112,0.052070993,5421.390625,2896397.74579012,,,,
4,VT,112,0.055188422,5421.390625,2927655.02315746,,,,
4,VT,112,0.055910638,5421.40625,3051027.53489305,,,,
4,VT,112,0.051198166,5421.390625,2974259.38320342,,,,
4,VT,112,0.04683967,5421.390625,3064643.96681975,,,,
4,VT,112,0.048585322,5421.390625,2803844.95406334,,,,
4,VT,112,0.050066267,5421.40625,2936776.5872877,,,,
4,VT,112,0.049498338,5421.390625,2932679.50817667,,,,
4,VT,112,0.049607811,5421.390625,3041189.07157405,,,,
4,VT,112,0.049905147,5421.40625,2955829.31981516,,,,
4,VT,112,0.052991736,5421.40625,2948636.13638015,,,,
4,VT,112,0.047547934,5421.390625,2945979.8356445,,,,
4,VT,112,0.052271866,5421.328125,2857783.8220005,,,,
4,VT,112,0.050019294,5421.34375,3067821.04019505,,,,
4,VT,112,0.065632512,5421.390625,2917398.10755792,,,,
4,VT,112,0.072299981,5421.390625,3029410.93838295,,,,
4,VT,112,0.071006054,5421.328125,2896825.39357259,,,,
4,VT,112,0.060522776,5421.328125,2947366.47376168,,,,
4,VT,112,0.050575223,5421.390625,3051027.53489305,,,,
4,VT,112,0.050745475,5421.40625,2842671.22831992,,,,
4,VT,112,0.067138752,5421.40625,2941208.07210452,,,,
4,VT,112,0.07372687,5421.390625,3080465.22065925,,,,
4,VT,112,0.063115015,5421.40625,2917398.10755792,,,,
4,VT,112,0.065223991,5421.40625,2912463.28398332,,,,
4,VT,112,0.058540061,5421.40625,2989056.83775324,,,,
4,VT,112,0.049628997,5421.390625,2949347.42714087,,,,
4,VT,112,0.050531435,5421.40625,3064643.96681975,,,,
4,VT,112,0.048328337,5421.40625,2971282.41134684,,,,
4,VT,112,0.052970221,5421.40625,3029410.93838295,,,,
4,VT,112,0.057170563,5421.390625,2954318.92253134,,,,
4,VT,112,0.052087579,5421.390625,2836592.46275552,,,,
4,VT,112,0.050794171,5421.40625,2995338.76732795,,,,
4,VT,112,0.046564065,5421.390625,2961435.62812269,,,,
4,VT,112,0.047351114,5421.390625,2946631.85573169,,,,
4,VT,112,0.045993091,5421.390625,3013927.86411269,,,,
4,VT,112,0.04603871,5421.40625,2949047.0408039,,,,
4,VT,112,0.050345716,5421.40625,2946373.91233774,,,,
4,VT,112,0.045537896,5421.390625,2945979.8356445,,,,
4,VT,112,0.049913728,5421.40625,3066947.64947898,,,,
4,VT,112,0.049630198,5421.390625,2945979.8356445,,,,
4,VT,112,0.046687682,5421.390625,2937785.45663342,,,,
4,VT,112,0.046633233,5421.390625,2803844.95406334,,,,
4,VT,112,0.045855034,5421.390625,2974259.38320342,,,,
4,VT,112,0.046216077,5421.390625,2949047.0408039,,,,
4,VT,112,0.048641109,5421.390625,3064643.96681975,,,,
4,VT,112,0.047276396,5421.40625,2841094.68175269,,,,
4,VT,112,0.047775017,5421.390625,2957304.32282145,,,,
4,VT,112,0.04944829,5421.40625,2942661.90723893,,,,
4,VT,112,0.048618167,5421.40625,2833211.51714795,,,,
4,VT,112,0.052101363,5421.28125,2936154.01455774,,,,
4,VT,112,0.048469508,5421.265625,2944439.94586611,,,,
4,VT,112,0.05276094,5421.40625,2944439.94586611,,,,
4,VT,112,0.052694843,5421.40625,2947366.47376168,,,,
4,VT,112,0.047627837,5421.40625,2937785.45663342,,,,
4,VT,112,0.046224056,5421.390625,2974873.56444338,,,,
4,VT,112,0.054182091,5421.390625,2972489.23386878,,,,
4,VT,112,0.05029295,5421.390625,2989056.83775324,,,,
4,VT,112,0.052174339,5421.265625,2747930.73706809,,,,
4,VT,112,0.04847852,5421.28125,2975717.48398778,,,,
4,AVG-VT,112,0.0532241236,6209.502578125,2948966.20124305,,,,
4,WY,287,1.449020273,100139.625,9583349.56599037,,,,
4,WY,287,1.414442774,20049.109375,9728451.39898799,,,,
4,WY,287,1.165502965,20414.8125,9733964.66804833,,,,
4,WY,287,1.180359041,20414.859375,9611569.296487,,,,
4,WY,287,1.180277296,20414.796875,9561485.16797805,,,,
4,WY,287,1.273789194,20414.8125,9724233.76664392,,,,
4,WY,287,1.282519245,20414.734375,9680218.14926999,,,,
4,WY,287,1.257146056,20414.734375,9771581.84217639,,,,
4,WY,287,1.282422814,20414.734375,9631591.84424923,,,,
4,WY,287,1.185259147,20414.671875,9451072.5831875,,,,
4,WY,287,1.19868881,20414.75,9647870.00219512,,,,
4,WY,287,1.157923658,20414.859375,9733964.66804833,,,,
4,WY,287,1.163109229,20414.859375,9642033.63469157,,,,
4,WY,287,1.170512454,20414.796875,9518685.32977498,,,,
4,WY,287,1.242521848,20414.796875,9660295.17766875,,,,
4,WY,287,1.169515866,20414.796875,9548447.93086584,,,,
4,WY,287,1.178368114,20414.796875,9649262.39110777,,,,
4,WY,287,1.275156367,20414.75,9623295.76434965,,,,
4,WY,287,1.246785984,20414.75,9720921.35312965,,,,
4,WY,287,1.276684966,20414.8125,9627277.50797878,,,,
4,WY,287,1.261893337,20414.796875,9596443.76105093,,,,
4,WY,287,1.191880425,20414.8125,9510550.85437615,,,,
4,WY,287,1.304844247,20414.75,9500040.89809759,,,,
4,WY,287,1.288830192,20414.734375,9609186.10558156,,,,
4,WY,287,1.163744847,20414.734375,9540930.97166254,,,,
4,WY,287,1.161194491,20414.734375,9579603.44565115,,,,
4,WY,287,1.276827488,20414.8125,9681181.14344142,,,,
4,WY,287,1.492789412,20414.796875,9701413.48721155,,,,
4,WY,287,1.420055945,20414.796875,9647521.6072952,,,,
4,WY,287,1.528793842,20414.796875,9679663.52966858,,,,
4,WY,287,1.319611106,20414.796875,9654206.68835452,,,,
4,WY,287,1.410447746,20414.796875,9641313.55144971,,,,
4,WY,287,1.535308643,20414.796875,9575002.87346463,,,,
4,WY,287,1.383014428,20414.796875,9695550.73667674,,,,
4,WY,287,1.527271505,20414.796875,9617559.84088705,,,,
4,WY,287,1.417755439,20414.796875,9596795.27673045,,,,
4,WY,287,1.291807111,20414.796875,9579603.44565115,,,,
4,WY,287,1.369478026,20414.8125,9606356.17750518,,,,
4,WY,287,1.370333856,20414.796875,9701337.18449934,,,,
4,WY,287,1.444224961,20414.8125,9593634.85829553,,,,
4,WY,287,1.374164226,20414.796875,9231698.10244529,,,,
4,WY,287,1.41536069,20414.8125,9763976.04322991,,,,
4,WY,287,1.379057623,20414.796875,9671271.0532774,,,,
4,WY,287,1.263988179,20414.796875,9742078.58430645,,,,
4,WY,287,1.327888821,20414.8125,9695550.73667674,,,,
4,WY,287,1.261141273,20414.796875,9719845.74733954,,,,
4,WY,287,1.170094936,20414.8125,9548002.94009185,,,,
4,WY,287,1.266979871,20414.796875,9537307.53932088,,,,
4,WY,287,1.264946965,20414.796875,9683026.85529134,,,,
4,WY,287,1.206708981,20414.796875,9555079.83879607,,,,
4,WY,287,1.173033141,20414.8125,9694064.31047028,,,,
4,WY,287,1.261202044,20414.796875,9702070.79052647,,,,
4,WY,287,1.163605715,20414.796875,9582903.88253144,,,,
4,WY,287,1.275483135,20414.734375,9772044.09695278,,,,
4,WY,287,1.170339703,20414.734375,9659618.85223227,,,,
4,WY,287,1.295276367,20414.734375,9705490.89153561,,,,
4,WY,287,1.235598981,20414.734375,9636834.24950015,,,,
4,WY,287,1.174400449,20414.8125,9587843.58477512,,,,
4,WY,287,1.28865094,20414.75,9579284.73842763,,,,
4,WY,287,1.165783169,20414.734375,9655504.24435695,,,,
4,WY,287,1.290657674,20414.734375,9728451.39898799,,,,
4,WY,287,1.162173866,20414.734375,9649389.75264327,,,,
4,WY,287,1.163126347,20414.8125,9616919.81240884,,,,
4,WY,287,1.164722005,20414.859375,9664320.65447514,,,,
4,WY,287,1.252921339,20414.859375,9675781.35282497,,,,
4,WY,287,1.239412643,20414.796875,9644727.93494523,,,,
4,WY,287,1.263730773,20414.796875,9598359.03227193,,,,
4,WY,287,1.261006407,20414.796875,9695550.73667674,,,,
4,WY,287,1.237120444,20414.796875,9641313.55144971,,,,
4,WY,287,1.164792503,20414.8125,9708888.4368605,,,,
4,WY,287,1.17428747,20414.796875,9582459.0387336,,,,
4,WY,287,1.165583923,20414.796875,9650682.61166337,,,,
4,WY,287,1.269989364,20414.8125,9602503.02640118,,,,
4,WY,287,1.173164921,20414.8125,9596795.27673045,,,,
4,WY,287,1.1693103,20414.9375,9764011.77164768,,,,
4,WY,287,1.173545503,20414.953125,9583349.56599037,,,,
4,WY,287,1.189106069,20414.953125,9605117.70307444,,,,
4,WY,287,1.273937332,20414.9375,9751750.4754648,,,,
4,WY,287,1.264276093,20414.9375,9604981.1750918,,,,
4,WY,287,1.165204764,20414.796875,9591710.8295782,,,,
4,WY,287,1.17860052,20414.796875,9641514.49190634,,,,
4,WY,287,1.288457219,20414.875,9676228.82708203,,,,
4,WY,287,1.314591933,20414.8125,9613115.36586069,,,,
4,WY,287,1.343395342,20414.8125,9668466.34059289,,,,
4,WY,287,1.264910024,20414.890625,9593634.85829553,,,,
4,WY,287,1.256273376,20414.9375,9579455.14526043,,,,
4,WY,287,1.179199532,20414.953125,9582459.0387336,,,,
4,WY,287,1.165848653,20414.796875,9651849.88085217,,,,
4,WY,287,1.25681057,20414.9375,9697689.17828916,,,,
4,WY,287,1.271245697,20414.828125,9501086.51210325,,,,
4,WY,287,1.18640429,20414.8125,9574747.74319044,,,,
4,WY,287,1.165654214,20414.953125,10026379.9669976,,,,
4,WY,287,1.178559142,20414.953125,9638645.89499247,,,,
4,WY,287,1.261424423,20414.9375,9791305.54491931,,,,
4,WY,287,1.175654622,20414.953125,9628679.35655187,,,,
4,WY,287,1.206771732,20414.9375,9648925.14520249,,,,
4,WY,287,1.26356332,20414.9375,9633455.70372427,,,,
4,WY,287,1.293483468,20414.875,9579284.73842763,,,,
4,WY,287,1.262317304,20414.875,9579455.14526043,,,,
4,WY,287,1.170124403,20414.9375,9605117.70307444,,,,
4,AVG-WY,287,1.2594517788,21208.40828125,9637495.26281701,,,,
4,UT,381,3.085584626,33419.71875,9088423.63954221,,,,
4,UT,381,3.038306108,34043.0390625,9283702.07659669,,,,
4,UT,381,2.955367327,34042.9921875,9464815.40459663,,,,
4,UT,381,3.129931238,34042.9765625,9258951.26241689,,,,
4,UT,381,3.149536606,34043.0546875,9257107.78897026,,,,
4,UT,381,3.143648247,34043.0546875,9270442.98164391,,,,
4,UT,381,3.139178798,34043.0390625,9216249.1389238,,,,
4,UT,381,3.178153511,34043.0390625,9188635.01323328,,,,
4,UT,381,3.153668517,34042.9921875,9254818.24662828,,,,
4,UT,381,3.147968205,34042.9765625,9270680.07004615,,,,
4,UT,381,3.145438328,34043.0390625,9269362.42232367,,,,
4,UT,381,3.130558022,34043.0390625,9181844.05344448,,,,
4,UT,381,3.146949619,34043.0546875,9207097.46810134,,,,
4,UT,381,3.087317057,34043.0546875,9258699.46354797,,,,
4,UT,381,3.052157856,34043.0390625,9228246.0722212,,,,
4,UT,381,3.172790734,34043.0546875,9215788.39134071,,,,
4,UT,381,3.034008556,34043.0546875,9280092.31992549,,,,
4,UT,381,3.162688777,34043.0390625,9266565.57691375,,,,
4,UT,381,3.123110823,34043.0390625,9225067.37321163,,,,
4,UT,381,3.139791317,34043.0546875,9199470.73406309,,,,
4,UT,381,3.17048344,34043.0546875,9074738.93270602,,,,
4,UT,381,3.145647144,34043.0546875,9074738.93270602,,,,
4,UT,381,3.050897083,34043.0390625,9081448.40372125,,,,
4,UT,381,3.064955025,34043.0390625,9280092.31992549,,,,
4,UT,381,3.049432898,34043.0390625,9225539.5894325,,,,
