SOLVER NUMBER,STATE,NUM CITIES,TIME,MEMORY,DISTANCE,,,,
4,UT,381,3.074343121,34043.0390625,9216417.20492498,,,,
4,UT,381,3.053401642,34043.0546875,9202655.9873476,,,,
4,UT,381,3.184856158,34043.0390625,9182835.2928476,,,,
4,UT,381,3.41112198,34043.0546875,9164821.34953776,,,,
4,UT,381,2.950206525,34043.0390625,9206891.0456853,,,,
4,UT,381,3.118857413,34043.0390625,9245460.03159766,,,,
4,UT,381,3.124905809,34043.0546875,9250037.11777094,,,,
4,UT,381,3.137406547,34043.0546875,9197249.10658374,,,,
4,UT,381,2.946707856,34043.0390625,9084234.54128653,,,,
4,UT,381,3.126414193,34043.0390625,9264350.44635341,,,,
4,UT,381,3.043879019,34043.0546875,9106402.04973167,,,,
4,UT,381,3.097233611,34043.0390625,9255646.62067578,,,,
4,UT,381,3.062992933,34043.0546875,9177835.7458363,,,,
4,UT,381,2.978081154,34043.1171875,8968165.60829076,,,,
4,UT,381,3.137061251,34043.1015625,9245460.03159766,,,,
4,UT,381,2.940432698,34043.0546875,9231179.10394481,,,,
4,UT,381,3.020904874,34043.0390625,9224030.27336975,,,,
4,UT,381,3.061662328,34043.0390625,9193572.42169301,,,,
4,UT,381,3.052256452,34043.0546875,9182316.40248673,,,,
4,UT,381,3.316173004,34042.9921875,9468326.49236422,,,,
4,UT,381,3.334111552,34042.9921875,9202998.66359432,,,,
4,UT,381,3.650234111,34043.0390625,9139285.98899516,,,,
4,UT,381,3.398289949,34043.0390625,9231579.75819805,,,,
4,UT,381,3.076232572,34043.0546875,9187502.49262386,,,,
4,UT,381,3.151980139,34043.0546875,9260876.81016929,,,,
4,UT,381,3.233766329,34043.0546875,9283702.07659669,,,,
4,UT,381,3.277566321,34042.9765625,9184337.7603252,,,,
4,UT,381,3.177752869,34042.9296875,9451651.31869493,,,,
4,UT,381,3.08883455,34042.9765625,9218426.34314933,,,,
4,UT,381,3.156631152,34043.0390625,9266565.57691375,,,,
4,UT,381,2.939159284,34042.9765625,9451651.31869493,,,,
4,UT,381,3.092199411,34042.9140625,9071936.63768543,,,,
4,UT,381,3.065088132,34042.9765625,9183321.5435107,,,,
4,UT,381,3.120186713,34043.0546875,9248654.080233,,,,
4,UT,381,3.060398887,34043.0546875,9081871.49518147,,,,
4,UT,381,3.053231742,34043.0546875,9202655.9873476,,,,
4,UT,381,3.11526015,34043.0390625,9196815.12845454,,,,
4,UT,381,3.182809282,34043.0390625,9134125.45732101,,,,
4,UT,381,3.145334153,34043.0546875,9266368.46631369,,,,
4,UT,381,3.156901838,34043.0390625,9120387.1186083,,,,
4,UT,381,3.119996299,34042.9921875,9204561.54659338,,,,
4,UT,381,2.930968533,34042.9765625,9223905.52437893,,,,
4,UT,381,3.16302653,34043.0546875,9274564.91789232,,,,
4,UT,381,3.133724468,34043.0390625,9200342.55116922,,,,
4,UT,381,3.140015181,34043.0546875,9200353.26151404,,,,
4,UT,381,2.968065834,34043.1171875,8968421.44582887,,,,
4,UT,381,3.108570275,34043.1171875,9245851.17302178,,,,
4,UT,381,3.074159341,34043.0390625,9193572.42169301,,,,
4,UT,381,3.113445085,34043.0546875,9291934.86318089,,,,
4,UT,381,3.284147177,34043.0546875,9204950.3241895,,,,
4,UT,381,3.39828529,34043.0390625,9215477.21412939,,,,
4,UT,381,3.488081059,34043.0390625,9159058.85308774,,,,
4,UT,381,3.261970342,34043.0390625,9257579.08654853,,,,
4,UT,381,3.426957259,34043.0546875,9130175.3193518,,,,
4,UT,381,3.26094282,34042.9921875,9071936.63768543,,,,
4,UT,381,3.325107398,34042.9765625,9227045.7423929,,,,
4,UT,381,3.265886541,34043.0546875,9428409.41814001,,,,
4,UT,381,3.256697256,34043.0546875,9202998.66359432,,,,
4,UT,381,3.072175575,34043.0390625,9081871.49518147,,,,
4,UT,381,3.030674135,34043.0546875,9214227.28753043,,,,
4,UT,381,3.257900416,34043.0390625,9079793.04442577,,,,
4,UT,381,3.213539337,34043.0546875,9206097.81610303,,,,
4,UT,381,3.241152545,34043.0546875,9098523.83295491,,,,
4,UT,381,3.286878343,34043.0390625,9431334.54569234,,,,
4,UT,381,3.392774777,34043.0390625,9226302.28419818,,,,
4,UT,381,3.369165812,34043.0546875,9226302.28419818,,,,
4,UT,381,3.439522554,34043.0546875,9200402.23530121,,,,
4,UT,381,3.394838079,34043.0546875,9286237.56912674,,,,
4,UT,381,3.32688706,34043.0546875,9164821.34953776,,,,
4,UT,381,3.216565444,34043.0390625,9262482.6991768,,,,
4,UT,381,3.295234825,34043.0390625,9216232.46834352,,,,
4,UT,381,3.314516728,34043.0390625,9187065.90346675,,,,
4,UT,381,3.321984523,34043.0546875,9215788.39134064,,,,
4,UT,381,3.24806968,34043.0546875,9085956.29063796,,,,
4,UT,381,3.185127639,34043.0390625,9225425.9571458,,,,
4,AVG-UT,381,3.1643949173,34036.804921875,9211852.22991474,,,,
3,RI,27,0.199152316,112301.09375,332414.50891605,,,,
3,RI,27,0.09651375,2823.1171875,412553.551652762,,,,
3,RI,27,0.100258658,2823.1015625,335604.791291892,,,,
3,RI,27,0.101899808,2823.1171875,491865.318136322,,,,
3,RI,27,0.09598935,2823.1015625,541611.657717422,,,,
3,RI,27,0.121306372,2823.1171875,558327.33187088,,,,
3,RI,27,0.120411689,2823.1015625,418520.428490142,,,,
3,RI,27,0.171570761,2823.1171875,738960.98845087,,,,
3,RI,27,0.13499954,2823.1015625,721690.72611418,,,,
3,RI,27,0.110598027,2823.1015625,413245.079922972,,,,
3,RI,27,0.114212722,2823.1015625,564229.015369032,,,,
3,RI,27,0.169909768,2823.1171875,962592.687078352,,,,
3,RI,27,0.099809969,2823.1171875,447140.891608942,,,,
3,RI,27,0.145870555,2823.1015625,808993.812324042,,,,
3,RI,27,0.090382883,2823.1171875,324939.555091452,,,,
3,RI,27,0.103290957,2823.1015625,544932.62234968,,,,
3,RI,27,0.147663667,2823.1015625,783260.961132542,,,,
3,RI,27,0.101708599,2823.1171875,758779.98721093,,,,
3,RI,27,0.134197035,2823.1171875,794324.058626302,,,,
3,RI,27,0.092394744,2823.1015625,637892.199687442,,,,
3,RI,27,0.09735653,2823.1171875,407477.757306052,,,,
3,RI,27,0.104964776,2803.703125,444024.94192913,,,,
3,RI,27,0.098586755,2803.703125,504699.45208225,,,,
3,RI,27,0.132017458,2803.6875,677887.53607136,,,,
3,RI,27,0.100295724,2803.6875,272017.76890499,,,,
3,RI,27,0.119176792,2803.6875,792791.64343698,,,,
3,RI,27,0.137363124,2803.6875,1048612.58970078,,,,
3,RI,27,0.150535134,2803.703125,1106771.84733922,,,,
3,RI,27,0.111497393,2803.6875,559883.03802975,,,,
3,RI,27,0.096217859,2803.6875,440294.432990812,,,,
3,RI,27,0.094000766,2803.6875,557142.551901722,,,,
3,RI,27,0.098949688,2803.703125,486858.164584722,,,,
3,RI,27,0.158066704,2803.6875,820661.76803407,,,,
3,RI,27,0.139758617,2803.6875,866082.88427623,,,,
3,RI,27,0.107393593,2803.703125,352850.50275599,,,,
3,RI,27,0.087499998,2803.703125,325029.538376442,,,,
3,RI,27,0.084153745,2803.6875,365911.819949712,,,,
3,RI,27,0.087433179,2803.6875,455060.956492882,,,,
3,RI,27,0.088372299,2803.6875,350371.855986592,,,,
3,RI,27,0.135642665,2803.6875,831306.63386074,,,,
3,RI,27,0.131058792,2803.6875,835229.155045532,,,,
3,RI,27,0.112132768,2803.703125,382234.4507227,,,,
3,RI,27,0.137424835,2803.6875,728976.87021228,,,,
3,RI,27,0.095333802,2803.703125,290447.44430336,,,,
3,RI,27,0.087777164,2803.6875,655243.6556268,,,,
3,RI,27,0.1022488,2803.6875,504575.1437723,,,,
3,RI,27,0.098317614,2803.703125,328778.635936622,,,,
3,RI,27,0.12208909,2803.703125,936632.83128204,,,,
3,RI,27,0.112573085,2803.6875,763160.24110837,,,,
3,RI,27,0.114961019,2803.703125,700814.95297139,,,,
3,RI,27,0.155412419,2803.6875,1028724.95058652,,,,
3,RI,27,0.121688195,2803.703125,724148.82916254,,,,
3,RI,27,0.102160765,2803.6875,396078.668503502,,,,
3,RI,27,0.087677585,2803.6875,692292.60747064,,,,
3,RI,27,0.155202167,2803.6875,861890.00318,,,,
3,RI,27,0.102197682,2803.703125,452444.121926772,,,,
3,RI,27,0.112515564,2803.703125,712426.33671299,,,,
3,RI,27,0.151792348,2803.703125,1091105.15599816,,,,
3,RI,27,0.155283636,2803.6875,824298.26334992,,,,
3,RI,27,0.149715208,2803.703125,827304.9987328,,,,
3,RI,27,0.101139076,2803.703125,632299.293840682,,,,
3,RI,27,0.097098729,2803.703125,720497.83204035,,,,
3,RI,27,0.090433102,2803.6875,425441.011722892,,,,
3,RI,27,0.100452186,2803.703125,669650.88219411,,,,
3,RI,27,0.14971707,2803.6875,928317.1996215,,,,
3,RI,27,0.092027149,2803.6875,378028.1705303,,,,
3,RI,27,0.101141867,2803.703125,481201.89565037,,,,
3,RI,27,0.150397486,2803.6875,755234.56026188,,,,
3,RI,27,0.101629555,2803.703125,406690.944589632,,,,
3,RI,27,0.136245052,2803.6875,441355.20822984,,,,
3,RI,27,0.148518174,2803.6875,660558.81856333,,,,
3,RI,27,0.123453161,2803.6875,830769.96281466,,,,
3,RI,27,0.085961278,2803.6875,299612.111732592,,,,
3,RI,27,0.112707038,2803.703125,554145.759075302,,,,
3,RI,27,0.142558293,2803.6875,864089.75907388,,,,
3,RI,27,0.147830543,2803.6875,594543.59657748,,,,
3,RI,27,0.142883524,2803.6875,699362.5265949,,,,
3,RI,27,0.146211797,2803.6875,858027.336598,,,,
3,RI,27,0.092937912,2803.703125,535990.994708892,,,,
3,RI,27,0.151415177,2803.6875,1118423.21178484,,,,
3,RI,27,0.148731271,2803.6875,701807.332585162,,,,
3,RI,27,0.151262928,2803.703125,958522.29094084,,,,
3,RI,27,0.097245633,2803.703125,410069.28276636,,,,
3,RI,27,0.105516129,2803.6875,444509.468394412,,,,
3,RI,27,0.088162693,2803.6875,414156.248775592,,,,
3,RI,27,0.108531049,2803.6875,470348.652818472,,,,
3,RI,27,0.107460121,2803.6875,555259.074867662,,,,
3,RI,27,0.113810117,2803.6875,506460.97737139,,,,
3,RI,27,0.137448673,2803.703125,636243.60598306,,,,
3,RI,27,0.093666492,2803.6875,498847.178314262,,,,
3,RI,27,0.083584239,2803.6875,357444.734272192,,,,
3,RI,27,0.153077827,2803.6875,1163809.43978483,,,,
3,RI,27,0.093592685,2803.703125,376155.656944902,,,,
3,RI,27,0.1123583,2803.703125,594055.3118571,,,,
3,RI,27,0.138020282,2803.703125,787597.964355962,,,,
3,RI,27,0.094310149,2803.703125,406260.486885412,,,,
3,RI,27,0.08779437,2803.703125,598206.425114102,,,,
3,RI,27,0.15734646,2803.703125,1047208.89889927,,,,
3,RI,27,0.132159711,2803.6875,992212.74655891,,,,
3,RI,27,0.100590244,2803.703125,613504.455515742,,,,
3,AVG-RI,27,0.1180841405,3902.55109375,623813.464828689,,,,
3,DE,83,0.477252224,82947.5546875,1880358.99407235,,,,
3,DE,83,0.630898962,4088.15625,3845872.98844897,,,,
3,DE,83,0.460552595,4088.140625,1654877.70384267,,,,
3,DE,83,0.45657254,4088.140625,1372711.14847045,,,,
3,DE,83,0.610233584,4088.140625,3240431.11943577,,,,
3,DE,83,0.490139673,4088.15625,1729534.80536669,,,,
3,DE,83,0.57767484,4088.140625,2595979.45549215,,,,
3,DE,83,0.45900485,4088.140625,1560961.21102436,,,,
3,DE,83,0.594756475,4088.15625,3724531.59565232,,,,
3,DE,83,0.576621557,4088.15625,2314267.7328473,,,,
3,DE,83,0.624244883,4088.140625,4285583.53334908,,,,
3,DE,83,0.593296153,4088.140625,2911918.62369878,,,,
3,DE,83,0.490421088,4088.140625,1994864.50046313,,,,
3,DE,83,0.631029436,4088.140625,3956392.10176676,,,,
3,DE,83,0.598530484,4088.15625,3010180.1106095,,,,
3,DE,83,0.459046267,4088.140625,1700945.96044281,,,,
3,DE,83,0.640869024,4088.140625,3483202.42204207,,,,
3,DE,83,0.46788788,4088.15625,1453643.76551346,,,,
3,DE,83,0.469833076,4088.140625,1314612.63165253,,,,
3,DE,83,0.708915624,4088.15625,4229292.99866964,,,,
3,DE,83,0.771512693,4088.140625,3736720.65885528,,,,
3,DE,83,0.633177605,4088.15625,2278410.41174165,,,,
3,DE,83,0.453671481,4088.15625,1493698.86764646,,,,
3,DE,83,0.500209568,4088.140625,2544018.69201588,,,,
3,DE,83,0.666951428,4088.15625,2703049.35405617,,,,
3,DE,83,0.516648516,4088.15625,2035620.90717032,,,,
3,DE,83,0.673679895,4088.140625,3278670.5879613,,,,
3,DE,83,0.636175061,4088.140625,4398620.2649729,,,,
3,DE,83,0.557249151,4088.140625,2729086.05161832,,,,
3,DE,83,0.460706198,4088.140625,1084347.58704372,,,,
3,DE,83,0.542937605,4088.140625,1644902.46880939,,,,
3,DE,83,0.587989045,4088.140625,3023031.19235295,,,,
3,DE,83,0.622631667,4088.140625,3880490.86511805,,,,
3,DE,83,0.515054209,4088.140625,1950698.64213711,,,,
3,DE,83,0.619726921,4088.140625,3225258.73967146,,,,
3,DE,83,0.632070108,4088.15625,3599464.3961248,,,,
3,DE,83,0.576618185,4088.15625,3004454.01720722,,,,
3,DE,83,0.578823117,4088.140625,2695712.36070563,,,,
3,DE,83,0.632006071,4088.15625,4085825.45467766,,,,
3,DE,83,0.601377308,4088.140625,3248735.62352242,,,,
3,DE,83,0.591021979,4088.15625,2568945.61136267,,,,
3,DE,83,0.610515689,4088.15625,3767536.08166804,,,,
3,DE,83,0.482737569,4088.15625,1771945.55232457,,,,
3,DE,83,0.620752481,4088.140625,3385471.41822205,,,,
3,DE,83,0.633670428,4088.15625,3570556.46547967,,,,
3,DE,83,0.467737789,4088.140625,1624176.65386054,,,,
3,DE,83,0.625652686,4088.140625,4088991.50622209,,,,
3,DE,83,0.631762291,4088.140625,3758299.24965523,,,,
3,DE,83,0.475889762,4088.15625,2126106.7284561,,,,
3,DE,83,0.474293139,4088.15625,1332242.75942169,,,,
3,DE,83,0.455439313,4088.140625,1490475.60408668,,,,
3,DE,83,0.59453507,4088.140625,3218491.28172192,,,,
3,DE,83,0.631477938,4088.15625,4393564.34597432,,,,
3,DE,83,0.447586642,4088.15625,1460703.80561181,,,,
3,DE,83,0.642463145,4088.140625,3544020.93469195,,,,
3,DE,83,0.605038945,4088.140625,3392442.52176631,,,,
3,DE,83,0.572214929,4088.140625,2392865.11074122,,,,
3,DE,83,0.59525658,4088.140625,2419773.51213181,,,,
3,DE,83,0.48231299,4088.15625,1225368.18486189,,,,
3,DE,83,0.590270501,4088.140625,2750370.36527385,,,,
3,DE,83,0.579451348,4088.15625,2388520.96966216,,,,
3,DE,83,0.575710631,4088.15625,1961533.42489909,,,,
3,DE,83,0.668500771,4088.140625,3396443.46543276,,,,
3,DE,83,0.56074032,4088.15625,2019628.23928282,,,,
3,DE,83,0.464077493,4088.140625,1296428.86304011,,,,
3,DE,83,0.459284008,4088.140625,1468166.37432489,,,,
3,DE,83,0.632115931,4088.15625,4264475.69239749,,,,
3,DE,83,0.446313969,4088.15625,1328377.0013589,,,,
3,DE,83,0.451600719,4088.15625,1581698.77376727,,,,
3,DE,83,0.566033073,4088.140625,1856939.86061164,,,,
3,DE,83,0.474279695,4088.15625,1626274.56905669,,,,
3,DE,83,0.631893675,4088.140625,3954039.87042847,,,,
3,DE,83,0.583181088,4088.140625,2519534.91074981,,,,
3,DE,83,0.488652439,4088.15625,2295971.47710158,,,,
3,DE,83,0.465775851,4088.140625,1557694.63898036,,,,
3,DE,83,0.628409259,4088.140625,3951314.88699875,,,,
3,DE,83,0.466370981,4088.140625,1663053.59354606,,,,
3,DE,83,0.441849437,4088.140625,1230517.10950347,,,,
3,DE,83,0.641344843,4088.140625,4044006.67029681,,,,
3,DE,83,0.493707723,4088.15625,1721074.87195696,,,,
3,DE,83,0.647299395,4088.140625,3871025.26078115,,,,
3,DE,83,0.497335982,4088.140625,1862990.52101536,,,,
3,DE,83,0.568692514,4088.140625,1767974.44133261,,,,
3,DE,83,0.648235235,4088.140625,3535165.51881327,,,,
3,DE,83,0.486222417,4088.140625,1289149.54559141,,,,
3,DE,83,0.569326457,4088.15625,1666418.80531118,,,,
3,DE,83,0.506460635,4088.140625,1799074.96119868,,,,
3,DE,83,0.488090125,4088.15625,1627222.89335542,,,,
3,DE,83,0.64194943,4088.140625,4001080.65637739,,,,
3,DE,83,0.646447527,4088.15625,3875123.98444771,,,,
3,DE,83,0.708921626,4088.15625,3907843.43803829,,,,
3,DE,83,0.575269901,4088.15625,2035339.11789177,,,,
3,DE,83,0.55893239,4088.15625,1846112.40147039,,,,
3,DE,83,0.479481579,4088.15625,1440662.30926094,,,,
3,DE,83,0.672711689,4088.140625,4480695.3092938,,,,
3,DE,83,0.723061699,4088.15625,3982791.44877918,,,,
3,DE,83,0.687999363,4088.15625,3261589.47961438,,,,
3,DE,83,0.723343718,4088.15625,4206881.71334945,,,,
3,DE,83,0.631043005,4088.140625,2715442.23268789,,,,
3,DE,83,0.639860746,4088.15625,3559895.46588621,,,,
3,AVG-DE,83,0.568476056,4876.741484375,2660415.03007697,,,,
3,VT,112,1.020663934,85490.640625,11229913.5726692,,,,
3,VT,112,0.981148181,5350.0390625,8748624.49387627,,,,
3,VT,112,0.802311602,5350.0546875,5704406.69205563,,,,
3,VT,112,0.960351149,5350.0546875,8951917.44669794,,,,
3,VT,112,1.030268393,5350.0390625,10621971.8880172,,,,
3,VT,112,0.845656514,5350.0546875,6087323.16149102,,,,
3,VT,112,1.024328566,5350.0390625,12201835.5924299,,,,
3,VT,112,0.972776742,5350.0546875,9289007.35869033,,,,
3,VT,112,1.00611686,5350.0546875,11394183.5442571,,,,
3,VT,112,0.91817177,5350.0390625,8250372.08265449,,,,
3,VT,112,1.117383419,5350.0390625,11116239.875994,,,,
3,VT,112,0.82145098,5350.0859375,5604986.76892447,,,,
3,VT,112,0.971535291,5350.0859375,10921951.1326061,,,,
3,VT,112,0.799448435,5350.1015625,5232691.35304825,,,,
3,VT,112,1.007713318,5350.0859375,12348322.508329,,,,
3,VT,112,0.99766473,5350.1015625,12537482.6752742,,,,
3,VT,112,0.839616892,5350.0859375,6369077.37596122,,,,
3,VT,112,0.918162302,5350.0859375,8034918.20538014,,,,
3,VT,112,0.784679365,5350.0859375,4982095.80684282,,,,
3,VT,112,0.971491787,5350.0859375,11675938.260612,,,,
3,VT,112,0.947245598,5350.1015625,9322499.6299379,,,,
3,VT,112,1.000640571,5350.1015625,11471007.0546581,,,,
3,VT,112,0.970349637,5350.1015625,10395186.7956045,,,,
3,VT,112,0.93799395,5350.1015625,8300819.98648672,,,,
3,VT,112,0.854801455,5350.0859375,5242760.91986107,,,,
3,VT,112,0.893865244,5350.0859375,6388749.01827254,,,,
3,VT,112,0.979966419,5350.0859375,11087290.2507248,,,,
3,VT,112,0.989129534,5350.0859375,12613059.2329371,,,,
3,VT,112,1.036471084,5350.0859375,11440473.5564877,,,,
3,VT,112,1.029745591,5350.0859375,11208665.5621954,,,,
3,VT,112,1.06218883,5350.0859375,10706364.3941847,,,,
3,VT,112,0.859551476,5350.0859375,6846112.71009479,,,,
3,VT,112,1.015345667,5350.0859375,8674380.99680695,,,,
3,VT,112,0.886331215,5350.0859375,5524813.43738976,,,,
3,VT,112,1.100349146,5350.1015625,10350121.3479226,,,,
3,VT,112,1.035025614,5350.0859375,6208980.51493197,,,,
3,VT,112,1.025844171,5350.1015625,7527343.40454893,,,,
3,VT,112,1.095533436,5350.0859375,11180625.885547,,,,
3,VT,112,1.109282995,5350.0859375,13880375.9663681,,,,
3,VT,112,1.040140171,5350.0859375,12673227.7053501,,,,
3,VT,112,0.845849117,5350.1015625,6856635.11241345,,,,
3,VT,112,0.843158996,5350.1015625,8260211.07427188,,,,
3,VT,112,0.891315189,5350.1015625,7585790.14288985,,,,
3,VT,112,1.058445843,5350.0859375,13031629.2699146,,,,
3,VT,112,0.991141039,5350.1015625,10855271.3524953,,,,
3,VT,112,0.778515623,5350.1015625,4860216.94640079,,,,
3,VT,112,0.917711387,5350.1015625,10454014.5243644,,,,
3,VT,112,1.02075976,5350.0859375,11949876.7132561,,,,
3,VT,112,0.78874104,5350.0859375,5336631.33671365,,,,
3,VT,112,0.777122196,5350.1015625,5224220.30918182,,,,
3,VT,112,1.013551652,5350.0859375,11294956.6384144,,,,
3,VT,112,0.779617854,5350.0859375,5584112.14496519,,,,
3,VT,112,1.038350912,5350.0859375,10118397.1116734,,,,
3,VT,112,1.044469237,5350.1015625,11092101.8075844,,,,
3,VT,112,0.836653561,5350.1015625,7561071.08251978,,,,
3,VT,112,0.955675611,5350.1015625,8139191.659527,,,,
3,VT,112,1.010514648,5350.0859375,10691332.9645433,,,,
3,VT,112,1.004753144,5350.1015625,11039353.428324,,,,
3,VT,112,1.005272835,5350.0859375,11601649.6370895,,,,
3,VT,112,1.005403551,5350.1015625,12079741.861558,,,,
3,VT,112,0.795791141,5350.0859375,4784768.34989339,,,,
3,VT,112,0.964075891,5350.0859375,9672634.61193647,,,,
3,VT,112,0.77145429,5350.1015625,5985380.82213456,,,,
3,VT,112,0.799288407,5350.0859375,6807051.15457064,,,,
3,VT,112,0.810652452,5350.0859375,6576395.32716031,,,,
3,VT,112,1.028370829,5350.0859375,12927825.3884908,,,,
3,VT,112,1.020187655,5350.0859375,10732041.4390228,,,,
3,VT,112,1.021065816,5350.1015625,10351650.9810329,,,,
3,VT,112,0.921080555,5350.1015625,8107349.13472209,,,,
3,VT,112,0.869836793,5350.0859375,7332993.72826358,,,,
3,VT,112,0.949846972,5350.0859375,7992639.55378064,,,,
3,VT,112,0.985334458,5350.1015625,10998062.9691651,,,,
3,VT,112,0.815952355,5350.1015625,4989180.51953156,,,,
3,VT,112,1.028633595,5350.0859375,13233585.6069189,,,,
3,VT,112,1.070448604,5350.0859375,12378029.7114193,,,,
3,VT,112,1.020692203,5350.0859375,9657851.24851875,,,,
3,VT,112,0.984469166,5350.0859375,12360550.2012637,,,,
3,VT,112,0.998956045,5350.0859375,10295813.0747333,,,,
3,VT,112,0.786292912,5350.1015625,5094216.23371514,,,,
3,VT,112,0.800962718,5350.1015625,5991526.9717892,,,,
3,VT,112,0.78773279,5350.1015625,5160808.331712,,,,
3,VT,112,0.800550227,5350.0859375,6279048.13287258,,,,
3,VT,112,0.764131142,5350.1015625,5199107.16156944,,,,
3,VT,112,0.984344662,5350.0859375,11436354.0285012,,,,
3,VT,112,0.986621148,5350.1015625,11658111.4633094,,,,
3,VT,112,0.786911551,5350.1015625,6071058.90113114,,,,
3,VT,112,1.001185496,5350.0859375,11351289.5750712,,,,
3,VT,112,1.011323096,5350.1015625,10659468.0675923,,,,
3,VT,112,0.973615145,5350.0859375,12013129.7138926,,,,
3,VT,112,0.977201282,5350.1015625,11989961.402849,,,,
3,VT,112,0.840004437,5350.0859375,6342072.45431417,,,,
3,VT,112,0.956926609,5350.0859375,9970472.16682414,,,,
3,VT,112,0.978272024,5350.0859375,12132151.4090841,,,,
3,VT,112,0.981090332,5350.1015625,10877323.4157915,,,,
3,VT,112,0.955965807,5350.1015625,10931292.6816929,,,,
3,VT,112,0.966166484,5350.0859375,10591290.5236681,,,,
3,VT,112,0.78474841,5350.1015625,6791410.44729467,,,,
3,VT,112,0.938998407,5350.0859375,9073572.53809687,,,,
3,VT,112,0.828528192,5350.0859375,6690576.68758776,,,,
3,VT,112,0.759264685,5350.0859375,5095940.76291502,,,,
3,AVG-VT,112,0.9377474001,6151.493203125,9125465.10178057,,,,
3,WY,287,4.528112299,22450.3671875,41583884.2886048,,,,
3,WY,287,5.246369707,19743.9296875,68193165.7616519,,,,
3,WY,287,4.928606754,19743.9453125,75350818.463479,,,,
3,WY,287,5.064826165,19743.9296875,73663558.4743441,,,,
3,WY,287,4.976896916,19743.9296875,72225826.4347945,,,,
3,WY,287,5.171172147,19743.9296875,63168335.1867401,,,,
3,WY,287,5.019025004,19743.9296875,65230219.5805754,,,,
3,WY,287,4.964034555,19743.9453125,48318990.6783497,,,,
3,WY,287,4.591613632,19743.9453125,43422266.6241269,,,,
3,WY,287,4.829041839,19743.9296875,42847356.34937,,,,
3,WY,287,4.692493789,19743.9296875,47199628.7598386,,,,
3,WY,287,4.956636688,19743.9453125,74067131.7242892,,,,
3,WY,287,4.791629568,19743.9296875,42532969.787082,,,,
3,WY,287,5.162372898,19743.9296875,75123831.3479514,,,,
3,WY,287,5.651631281,19743.9296875,56555940.5440568,,,,
3,WY,287,5.115370577,19743.9296875,74635622.5716533,,,,
3,WY,287,4.803002508,19743.9453125,42294628.0955276,,,,
3,WY,287,5.108369443,19743.9296875,80267352.9475315,,,,
3,WY,287,4.740545361,19743.9453125,61095353.2060899,,,,
3,WY,287,4.910620293,19743.9296875,78160513.819978,,,,
3,WY,287,4.5535028,19743.9296875,53663836.3244286,,,,
3,WY,287,4.986794777,19743.9296875,63615707.6459012,,,,
3,WY,287,5.035434533,19743.9296875,78946118.8634114,,,,
3,WY,287,4.643783517,19743.9296875,42491150.5940608,,,,
3,WY,287,4.67739707,19743.9453125,46418681.4498735,,,,
3,WY,287,4.8661885,19743.9453125,46544085.1095794,,,,
3,WY,287,4.887600968,19743.9296875,77295979.1400125,,,,
3,WY,287,4.815694776,19743.9296875,76556560.1157329,,,,
3,WY,287,4.785070249,19743.9296875,74861997.913209,,,,
3,WY,287,4.649912007,19743.9296875,56866052.9556031,,,,
3,WY,287,4.763997908,19743.9296875,72123450.250368,,,,
3,WY,287,4.730133709,19743.9296875,77248436.1293675,,,,
3,WY,287,4.505012341,19743.9453125,48679201.6032833,,,,
3,WY,287,4.412318424,19743.9296875,43950540.6748529,,,,
3,WY,287,4.688370751,19743.9296875,68650149.7530591,,,,
3,WY,287,4.326021932,19743.9453125,38261827.4691941,,,,
3,WY,287,4.65772309,19743.9296875,67622717.4789469,,,,
3,WY,287,4.701849573,19743.9453125,74492252.3837523,,,,
3,WY,287,4.704423893,19743.9296875,79191253.2676665,,,,
3,WY,287,4.719029985,19743.9453125,78355523.1510079,,,,
3,WY,287,4.353428063,19743.9296875,38717849.4675379,,,,
3,WY,287,4.314877347,19743.9296875,43643563.3662907,,,,
3,WY,287,4.279144083,19743.9296875,43785693.1207159,,,,
3,WY,287,4.383804941,19743.9296875,44242665.4266646,,,,
3,WY,287,4.684737064,19743.9296875,72688811.9103121,,,,
3,WY,287,4.350177698,19743.9296875,46475862.282856,,,,
3,WY,287,4.558309924,19743.9453125,44095422.120605,,,,
3,WY,287,4.852714385,19743.9453125,74328353.6506823,,,,
3,WY,287,4.714821666,19743.9453125,69458846.8424077,,,,
3,WY,287,4.31414697,19743.9296875,41798687.3389733,,,,
3,WY,287,4.352625049,19743.9296875,43800755.8569289,,,,
3,WY,287,4.71231838,19743.9296875,78210140.0621698,,,,
3,WY,287,4.627605784,19743.9296875,63944505.7245002,,,,
3,WY,287,4.705589914,19743.9296875,80758083.9694549,,,,
3,WY,287,4.618703809,19743.9296875,61051012.2338666,,,,
3,WY,287,4.860835673,19743.9296875,69998259.0857084,,,,
3,WY,287,4.918409975,19743.9296875,71846146.4137719,,,,
3,WY,287,4.623027253,19743.9296875,58417125.1850606,,,,
3,WY,287,4.932226437,19743.9453125,62482260.4354696,,,,
3,WY,287,4.772851804,19743.9296875,82289879.2957437,,,,
3,WY,287,5.093579506,19743.9296875,80256423.6064225,,,,
3,WY,287,4.700888852,19743.9296875,40765264.5743727,,,,
3,WY,287,4.597722536,19743.9296875,46065875.6280162,,,,
3,WY,287,4.809764671,19743.9296875,72236818.4521681,,,,
3,WY,287,4.897816137,19743.9296875,78035992.1572043,,,,
